average_rating,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
3.21,Hardcover,120,2003,72,16,62.0,1,3.705
3.75,Paperback,349,2003,849,67,1096.0,0,3.62
3.78,Hardcover,79,2011,49,4,23.0,0,3.776666666666667
3.5,Hardcover,108,2008,10,2,10.0,0,4.12
4.06,Paperback,288,2008,6,1,40.0,0,3.8
4.48,Paperback,56,2008,66,3,8.0,0,3.9599999999999995
4.05,Paperback,320,2010,51,12,30.0,0,4.04
2.8,ebook,37,2008,14,1,13.0,0,3.41
4.5,Paperback,152,2013,6,3,10.0,0,4.23
3.94,Paperback,112,2010,137,10,61.0,1,3.77
3.61,Paperback,250,2010,58,9,255.0,0,3.74
3.83,Paperback,192,2011,35,9,57.0,0,4.08
4.0,Paperback,224,2012,2,1,,0,4.1
3.0,Paperback,304,2011,34,8,35.0,0,2.82
3.89,Paperback,256,2013,10,2,82.0,0,3.75
5.0,Paperback,48,2014,3,1,2.0,0,3.74
3.75,Hardcover,192,2012,4,1,2.0,0,3.77
3.78,Paperback,224,2014,210,27,132.0,0,3.8
3.4,Paperback,174,2015,80,18,147.0,0,3.45
4.83,ebook,46,2012,5,1,12.0,0,4.663333333333333
4.21,Paperback,430,2016,13,8,139.0,0,4.35
3.78,Paperback,284,2014,38,10,31.0,0,3.68
3.85,other,303,2016,26,17,161.0,0,3.86
4.53,Paperback,408,2016,15,11,102.0,0,3.86
4.12,Hardcover,45,2015,5,2,184.0,0,4.596666666666667
3.85,ebook,263,2016,16,9,26.0,0,4.1
3.32,ebook,111,2010,63,12,210.0,0,3.64
3.69,Paperback,160,2008,25,6,75.0,0,3.7
5.0,Paperback,38,2009,2,1,1.0,0,4.13
4.0,Hardcover,32,2010,14,4,2.0,0,3.94
4.32,Paperback,444,2011,54,13,13628.0,1,4.08
3.56,Paperback,224,2013,1167,133,2895.0,0,3.6
3.45,Paperback,262,2013,54,19,9741.0,0,3.53
5.0,Paperback,75,2015,1,1,0.0,0,4.25
4.0,Hardcover,32,2017,2,3,2.0,0,4.16
4.55,ebook,416,2015,8,2,29.0,0,4.075
2.88,Hardcover,32,2016,91,23,29.0,0,3.84
3.52,ebook,68,2011,724,126,382.0,1,3.69
3.91,Hardcover,48,2012,19,6,4.0,0,3.8200000000000003
3.83,Paperback,32,2014,6,3,1.0,0,4.035
4.39,Paperback,261,2006,64,2,78.0,0,3.82
2.33,Paperback,228,2007,3,1,4.0,0,3.7
3.99,Hardcover,95,2006,53,6,52.0,0,3.95
3.81,Paperback,48,2006,27,2,19.0,0,3.9450000000000003
4.2,Hardcover,352,2003,5,2,20.0,0,4.145
4.05,Hardcover,208,2005,20,3,5.0,0,4.27
3.86,Paperback,140,2010,29,7,11.0,0,4.26
3.5,Hardcover,32,2005,4,2,0.0,0,3.4
3.86,Paperback,172,2009,28,1,253.0,0,3.98
3.85,Paperback,397,2010,23,3,35.0,0,3.97
3.66,Paperback,216,2007,64,4,21.0,0,4.16
3.88,Hardcover,200,2007,1,1,1037.0,0,3.8
3.78,Hardcover,40,2007,16,5,13.0,0,3.98
3.79,Hardcover,216,2013,26,5,26.0,0,3.79
4.24,Paperback,92,2008,29,5,16.0,0,3.87
2.4,ebook,38,2009,30,2,13.0,0,2.39
4.0,Paperback,175,2009,36,3,21.0,0,3.64
3.61,Paperback,276,2008,96,16,415.0,0,4.01
5.0,Hardcover,120,2012,4,1,5.0,0,5.0
5.0,ebook,321,2012,1,1,3.0,0,3.66
2.5,Hardcover,291,2011,4,2,15.0,0,2.5
3.75,Paperback,177,2013,146,28,522.0,1,4.1
4.01,Paperback,192,2011,5,2,259.0,0,3.94
4.29,Paperback,401,2015,7,3,329.0,0,4.0
3.66,Hardcover,248,2012,125,17,87.0,1,3.72
3.73,ebook,66,2013,171,12,208.0,0,4.01
3.39,Hardcover,303,2011,195,44,415.0,0,3.39
4.18,Paperback,104,2014,71,8,34.0,1,4.166666666666667
3.93,Paperback,256,2014,7964,1101,12329.0,0,4.01
3.83,Paperback,320,2012,35,13,79.0,0,3.72
4.48,ebook,314,2012,36,28,133.0,0,4.46
3.9,Paperback,184,2012,29,9,42.0,0,3.9
4.5,ebook,202,2013,1,1,3.0,1,4.163333333333334
3.5,Paperback,62,2014,2,2,,0,4.5
4.43,Paperback,208,2012,1,1,0.0,0,4.43
3.46,Paperback,254,2013,31,7,66.0,1,3.57
4.26,ebook,243,2015,41,15,417.0,1,4.18
4.4,Paperback,266,2016,17,14,361.0,0,4.04
4.41,Paperback,286,2014,13,8,320.0,1,4.15
4.52,Paperback,482,2014,18,7,308.0,0,4.48
4.6,Paperback,224,2014,5,3,0.0,0,4.216666666666667
4.54,Paperback,292,2014,13,7,199.0,0,4.54
3.72,Paperback,200,2016,55,33,1040.0,0,3.72
4.4,Paperback,342,2014,29,12,0.0,0,3.93
4.36,other,160,2017,37,30,26.0,0,4.05
4.0,Paperback,148,2017,3,1,0.0,0,3.775
4.33,Paperback,194,2016,13,2,770.0,1,4.25
3.94,Paperback,251,2015,4,3,169.0,1,4.02
3.83,Paperback,368,2015,355,46,1939.0,1,4.09
4.27,Paperback,80,2017,9,8,351.0,0,4.01
4.73,Paperback,55,2016,20,16,11.0,0,4.64
5.0,ebook,260,2017,1,1,2.0,0,5.0
4.54,Paperback,322,2017,66,34,174.0,1,4.24
3.52,Paperback,96,2002,31,2,12.0,0,3.79
3.96,other,440,2004,20,1,753.0,1,3.92
3.67,Hardcover,240,2016,298,34,8.0,0,3.79
4.0,Hardcover,288,2013,26,1,6.0,0,3.93
4.34,Paperback,376,1988,32,1,331.0,0,4.13
3.9,other,108,1996,77,2,9.0,0,3.6799999999999997
4.18,Paperback,160,2005,11,3,3.0,0,3.983333333333333
4.19,Hardcover,569,2007,41,4,40383.0,0,3.94
3.88,other,672,2002,20,2,2210.0,1,3.75
3.84,Paperback,368,2001,2,1,17.0,0,3.8
4.04,Paperback,360,2002,1,1,8.0,0,3.98
3.97,other,370,2011,5,2,1771.0,0,3.87
4.0,Paperback,450,2017,17,5,1486.0,1,3.94
3.92,other,310,2015,7,4,4100.0,1,3.9
4.1,Paperback,347,2017,7,4,17207.0,0,3.99
4.25,other,415,2001,772,30,11.0,1,4.225
4.0,Hardcover,136,2015,4,2,0.0,0,4.27
4.08,ebook,148,2012,36,6,25.0,1,4.06
4.14,Paperback,307,2011,4,1,7253.0,1,4.12
3.73,Paperback,194,1999,18,2,15.0,0,3.9766666666666666
5.0,Paperback,125,2011,2,2,6.0,0,5.0
4.19,Paperback,153,2013,4,3,31384.0,0,4.085
4.0,Paperback,16,2012,4,1,0.0,0,3.82
4.21,Paperback,323,2014,104,28,1690.0,1,4.19
4.12,other,576,2013,174,30,11294.0,1,4.14
4.34,other,570,2016,8,5,1381.0,1,4.25
2.0,Hardcover,36,2016,1,1,,1,2.24
3.67,Paperback,311,2003,12,1,16.0,1,4.11
5.0,Paperback,159,2007,1,1,0.0,0,4.11
4.4,other,195,2010,74,2,6.0,1,4.33
2.75,other,221,2005,45,3,87.0,0,2.79
3.45,Paperback,240,2013,11,3,0.0,0,3.45
3.88,Paperback,341,2003,2,1,27.0,1,3.78
3.53,Paperback,339,2011,32,7,24.0,1,3.865
3.42,Paperback,128,2003,2,1,375.0,0,3.87
4.62,Hardcover,319,1990,1,1,11.0,0,4.16
3.81,Paperback,144,1999,6,1,1098.0,0,3.83
3.97,Paperback,396,2005,6,1,31671.0,0,3.88
2.67,Paperback,183,1999,9,3,3.0,0,2.67
3.74,Paperback,364,2008,427,30,7708.0,0,3.7
3.28,Paperback,560,2013,4,1,105.0,1,3.6
3.49,Hardcover,362,2013,92,15,75016.0,0,3.5
3.93,Paperback,656,2009,10,2,10216.0,1,3.706666666666667
4.14,Paperback,621,2009,87,7,1934.0,1,4.115
4.14,Paperback,796,2007,210,19,89533.0,1,4.14
3.93,Hardcover,538,2011,32,10,34000.0,1,4.06
3.52,Hardcover,240,2010,25,6,461.0,0,3.71
3.94,Paperback,473,2013,68,6,1613.0,1,3.8
4.3,Paperback,208,2009,35,1,16996.0,1,4.225
3.8,Paperback,384,2009,73,2,1321.0,1,3.6950000000000003
4.23,Paperback,544,2011,14,2,1004.0,0,4.19
2.0,Hardcover,272,2000,1,1,0.0,0,2.0
3.24,Paperback,48,2005,45,7,459.0,1,3.3099999999999996
4.25,Hardcover,478,2011,75,5,64.0,1,3.82
4.13,Paperback,448,2012,12,1,901.0,1,3.85
4.03,Paperback,421,2012,367,61,673.0,0,3.846666666666667
4.38,Hardcover,768,2003,42,4,27.0,0,4.1
3.5,Paperback,364,2016,12,6,10.0,1,3.43
4.3,Hardcover,176,2013,18,2,10.0,0,4.245
4.14,Paperback,224,2015,9,2,5.0,1,4.19
4.03,other,13,2015,4,3,3054.0,1,3.9050000000000002
4.79,Hardcover,160,2010,11,1,21.0,0,4.6
4.29,Paperback,212,2013,6,3,3.0,1,3.84
3.57,Paperback,263,2014,14,1,49.0,0,3.8
3.98,Hardcover,502,2008,48,4,2563.0,0,3.97
2.66,Paperback,176,2009,50,10,61.0,0,3.356666666666667
4.32,Hardcover,379,2017,1,1,2063.0,0,4.05
4.27,Paperback,200,2012,483,9,157.0,1,4.25
3.8,Paperback,182,2013,10,2,18.0,0,3.7114285714285713
4.25,Hardcover,176,2011,48,10,66.0,0,4.087999999999999
5.0,Hardcover,144,2017,1,1,3.0,0,4.456666666666667
3.76,Hardcover,400,2014,5,2,2082.0,0,3.9875
3.83,Hardcover,448,2010,6,1,2.0,0,3.75
4.25,Hardcover,416,2014,17,1,42547.0,1,4.23
3.86,Hardcover,480,2017,2,1,7869.0,0,3.89
3.75,Paperback,138,2012,4,1,2.0,0,4.02
3.57,Hardcover,448,2013,66,4,14.0,1,3.71
4.2,Paperback,368,2015,5,2,5.0,0,4.2
1.88,Hardcover,32,2011,16,4,3.0,0,2.22
3.87,ebook,237,2011,51,9,39.0,0,3.72
3.93,Hardcover,336,2012,5,1,661.0,0,4.09
3.83,Paperback,120,2011,80,11,1570.0,0,3.745
3.57,Paperback,72,2010,5,2,62.0,1,3.6100000000000003
4.18,Paperback,208,2012,22,1,2.0,1,4.05
4.0,Paperback,232,2014,7,1,3.0,0,3.76
4.1,Paperback,480,2015,3,2,171.0,1,3.6799999999999997
3.97,Paperback,272,2015,39,16,27.0,0,3.43
3.78,Paperback,440,2015,1,1,18490.0,1,3.74
4.63,Hardcover,474,2012,46,9,67.0,0,4.215
4.83,Paperback,248,2017,6,5,6.0,0,4.53
4.19,Paperback,200,2015,5,4,1573.0,1,4.28
3.38,Paperback,226,2017,13,4,9.0,0,3.38
4.0,Paperback,184,2014,2,1,1.0,0,4.0
4.29,Paperback,134,2017,4,2,73.0,0,4.1
3.1,Paperback,212,2014,21,6,26.0,0,3.1
2.91,Paperback,200,2012,11,9,8.0,0,3.0
3.2,Paperback,292,2013,5,2,12.0,0,3.2
3.6,Paperback,178,2014,10,8,1.0,0,3.6
3.67,Paperback,302,2012,27,10,24.0,0,4.01
3.0,Paperback,174,2014,3,2,4.0,0,3.24
4.5,Paperback,21,2010,4,1,9.0,0,3.89
3.88,Paperback,432,2015,21,4,419.0,0,3.8899999999999997
3.06,ebook,148,2014,18,2,3.0,0,3.35
5.0,Paperback,160,2015,3,1,1.0,0,4.8
4.11,Paperback,64,2016,186,27,4980.0,0,4.0
4.44,Hardcover,128,2015,9,2,14.0,0,4.44
3.95,Paperback,248,2012,110,11,8781.0,0,4.055
4.01,Paperback,304,2012,6,4,2585.0,1,3.92
4.36,Hardcover,528,2017,14,3,15.0,1,4.359999999999999
4.13,Paperback,283,2012,5,1,16620.0,1,4.19
4.07,Paperback,376,2016,122,26,772.0,0,4.025
3.35,Paperback,248,2010,23,2,11.0,0,3.83
4.14,Paperback,450,2014,1,1,111.0,0,3.88
3.0,Paperback,327,2015,1,1,,0,3.995
4.0,Paperback,40,2008,3,1,3.0,0,3.585
4.23,Hardcover,440,2015,5,2,964.0,0,4.085
4.14,Hardcover,416,2017,3,1,48317.0,1,4.09
3.0,Paperback,16,2015,1,1,1.0,0,3.59
3.54,Paperback,336,2012,26,6,13.0,1,3.7866666666666666
3.62,Paperback,472,2012,4,1,431.0,0,3.675
3.67,other,320,2015,12,4,216.0,0,3.515
4.29,ebook,28,2013,3,2,11.0,0,4.1
4.14,Paperback,168,2014,55,9,1808.0,0,4.220000000000001
4.24,Paperback,384,2014,73,5,6381.0,1,4.17
3.88,Hardcover,32,2017,14,2,105.0,0,4.2475
4.08,Paperback,402,2014,2,1,21546.0,1,4.2
4.96,Hardcover,54,2014,24,7,22.0,0,4.476666666666667
3.0,Paperback,271,2005,1,1,0.0,0,2.89
4.1,Hardcover,48,2011,3,1,2550.0,0,4.023333333333333
4.06,Hardcover,299,2010,6,2,7811.0,0,3.9533333333333336
3.63,Hardcover,256,2017,17,2,104.0,0,3.5233333333333334
4.33,Hardcover,320,2017,19,3,76766.0,0,4.27
3.96,Hardcover,336,2014,7,2,1289.0,1,3.9699999999999998
4.45,Hardcover,848,2011,424,40,2108.0,1,4.41
4.33,Hardcover,232,2012,3,1,2.0,0,4.43
4.03,Hardcover,159,2007,52,5,22216.0,0,4.136666666666667
3.85,Hardcover,292,2011,5,2,30420.0,0,4.005
4.34,Hardcover,240,2013,9,2,988.0,0,4.34
4.2,Paperback,342,2011,672,63,48384.0,1,4.25
3.61,Hardcover,340,2012,107,15,1024.0,1,3.87
3.78,Paperback,227,2011,45,7,25.0,0,3.92
4.33,Paperback,177,2013,6,3,12.0,0,3.83
2.5,Paperback,198,2008,2,1,4.0,0,3.96
3.65,Hardcover,586,2007,31,4,39.0,1,3.79
4.24,Paperback,145,2011,37,1,74.0,0,4.18
3.94,Paperback,488,2008,43,5,7040.0,1,3.78
3.73,Paperback,176,2009,31,3,46727.0,0,3.615
3.39,Hardcover,168,2015,49,5,13.0,0,3.68
3.67,other,21,2016,1,1,1.0,0,4.01
3.6,Hardcover,112,2012,10,1,1.0,0,3.53
4.28,Hardcover,128,1984,293,8,21.0,0,3.91
3.61,ebook,68,2013,41,4,10.0,1,3.745
4.12,Paperback,256,2016,48,2,26836.0,0,4.135
4.0,Paperback,220,2009,1,1,0.0,0,4.0
4.43,Paperback,624,2008,191,13,38313.0,1,4.215
4.36,ebook,334,2013,7,1,5711.0,1,4.25
4.33,Hardcover,52,2012,16,1,5.0,0,4.19
3.76,Paperback,336,2011,16,4,288.0,1,3.73
3.13,Paperback,536,1999,2,1,28.0,0,3.495
4.11,ebook,208,2014,4,1,1363.0,0,4.42
4.36,Hardcover,366,2010,36,5,917.0,1,4.06
3.77,Paperback,478,2011,214,31,1715.0,0,3.74
3.0,ebook,178,2012,1,1,,0,3.0
3.83,Paperback,185,2017,6,2,3.0,0,3.8200000000000003
4.67,Paperback,172,2015,3,2,9.0,0,4.8
3.74,Paperback,106,2016,23,7,50.0,0,3.79
3.49,Paperback,192,2016,18,6,3.0,0,3.94
3.94,Paperback,400,2017,16,9,285788.0,1,4.0
4.13,Paperback,466,2009,10,4,143.0,0,3.81
4.02,Hardcover,192,2016,1,1,646.0,1,4.18
3.88,Paperback,224,2011,86,9,479.0,0,4.17
4.04,Paperback,228,2012,13,1,3625.0,0,4.02
3.61,Paperback,203,1991,4,1,23.0,0,3.79
3.98,Paperback,808,2011,7,2,349.0,0,4.025
3.74,Paperback,112,2001,54,12,70.0,0,3.63
3.7,Paperback,368,2014,41,11,2940.0,0,3.7
3.58,Hardcover,168,1991,22,3,3620.0,0,3.9
4.09,other,560,2013,5,1,2414.0,1,4.3
4.08,Hardcover,296,2008,29,7,36.0,0,4.08
3.94,Paperback,359,2011,63,13,38198.0,1,4.15
4.06,Hardcover,239,2011,21,1,2616.0,0,4.119999999999999
4.23,Paperback,200,2008,16,1,2949.0,1,4.125
3.82,Paperback,208,2014,25,6,212.0,1,4.06
3.75,other,144,2015,3,1,120.0,1,4.034000000000001
4.28,Paperback,144,2016,34,8,73.0,1,4.26
2.84,Paperback,254,2000,17,3,2.0,0,3.48
4.03,Hardcover,598,2004,155,6,363.0,0,3.885
3.94,Paperback,288,2011,3,1,219.0,0,3.67
3.95,Paperback,208,2012,30,4,3128.0,1,3.96
3.9,Hardcover,176,2016,78,14,621.0,1,3.9650000000000003
3.83,other,472,2015,31,10,4291.0,0,3.83
4.01,Paperback,360,2015,16,1,0.0,0,3.86
2.72,Paperback,366,2013,25,6,25.0,0,2.67
3.75,Paperback,362,2013,7,4,678.0,1,3.236666666666667
4.0,Paperback,508,2014,5,3,36.0,0,4.01
3.64,Paperback,526,2016,3,3,23.0,1,3.92
3.92,Paperback,365,2007,28,4,2307.0,1,3.96
3.7,Paperback,96,2011,2,1,11.0,1,3.69
3.92,Paperback,488,2005,912,134,72175.0,0,3.985
3.29,Paperback,91,2007,7,2,9.0,0,4.21
4.13,Paperback,248,2011,23,2,1166.0,0,4.165
3.8,Paperback,312,2010,1,1,1629.0,1,3.63
3.45,Paperback,368,2013,11,3,1119.0,0,4.02
3.83,Paperback,240,2015,64,8,90.0,0,3.84
4.08,Paperback,646,2009,7,1,384.0,0,3.98
4.04,other,311,2013,2,2,477.0,1,4.06
3.83,Paperback,224,2013,8,3,13.0,0,4.08
4.07,Paperback,32,2010,2,1,2.0,0,3.88
4.13,Paperback,400,2007,70,4,9811.0,0,4.13
4.32,Paperback,288,2013,4,1,2593.0,0,4.19
3.87,Paperback,400,2013,18,1,1082.0,1,3.985
3.71,Paperback,160,2012,6,1,254.0,0,3.84
3.89,Paperback,200,2016,7,1,1782.0,1,3.89
3.33,Paperback,260,2007,6,1,1.0,0,4.12
3.64,Paperback,413,2012,38,7,464.0,1,3.83
2.86,Paperback,56,2011,2,1,4.0,1,3.8899999999999997
4.31,Paperback,127,2010,10,2,13.0,0,4.3
4.17,Hardcover,512,2013,99,7,54.0,0,4.11
3.83,Hardcover,259,2014,10,2,1.0,0,4.0
3.39,Paperback,272,2015,3,2,133.0,0,3.39
4.0,Paperback,220,2013,1,1,1.0,0,4.0
4.21,Hardcover,658,1995,21,2,6815.0,1,3.7800000000000002
5.0,Paperback,112,2000,1,1,,0,3.88
4.46,Hardcover,442,2000,71,6,1342.0,1,4.37
3.92,Paperback,210,2010,65,2,320.0,1,3.88
3.99,Paperback,731,2003,14,1,6530.0,1,3.8799999999999994
4.01,Paperback,356,2007,85,14,76765.0,1,3.98
3.73,Paperback,276,2010,15,2,77.0,0,3.67
3.24,Hardcover,312,2014,27,6,8693.0,1,3.6900000000000004
3.38,Paperback,504,2005,155,14,94.0,0,3.41
3.78,Paperback,256,2013,28,6,932.0,0,3.87
3.75,Paperback,300,2016,13,4,92.0,1,3.755
4.0,Paperback,160,2017,12,4,12.0,0,4.33
3.67,Paperback,189,2003,405,52,16164.0,0,3.625
3.6,Paperback,79,2007,4,1,1.0,0,3.79
3.74,Paperback,253,1994,12,1,835.0,0,3.8975
3.9,Hardcover,124,2004,18,4,667.0,1,3.77
3.09,Paperback,228,2006,11,2,19.0,0,3.65
3.69,Paperback,284,2003,36,2,37.0,0,4.2
3.47,Hardcover,352,2012,13,2,615.0,1,3.6
4.18,Paperback,335,2003,11,1,9.0,0,4.1
3.29,Paperback,252,2011,25,5,239.0,1,3.7350000000000003
3.84,Paperback,554,2008,83,12,347.0,1,3.73
3.43,Paperback,136,2015,5,1,15.0,0,3.42
3.17,Paperback,605,2004,12,1,7.0,1,3.733333333333333
3.64,Paperback,216,2006,11,3,3.0,0,3.675
3.48,Paperback,288,2016,100,26,60.0,0,3.71
4.08,Paperback,336,1988,2266,113,1849.0,0,4.013333333333333
3.98,Paperback,384,2014,31,9,875.0,0,3.955
3.25,Paperback,142,2012,4,1,1.0,0,2.33
2.5,Hardcover,320,2013,10,1,0.0,0,3.57
3.92,Paperback,284,2015,1,1,2769.0,1,3.6633333333333336
3.94,ebook,310,2014,4,2,1292.0,0,3.96
4.21,Paperback,266,2011,7,2,8914.0,0,4.21
3.22,Hardcover,382,2012,26,9,15.0,1,3.27
4.05,Paperback,138,2011,19,3,20.0,0,4.05
3.17,ebook,232,2016,4,2,3594.0,0,3.8049999999999997
4.15,ebook,38,2012,47,6,70.0,1,3.9749999999999996
4.18,Paperback,363,2011,5,1,50809.0,0,3.815
3.58,Paperback,240,2012,31,2,32.0,0,3.66
4.07,Paperback,144,2012,8,1,765.0,0,3.8600000000000003
4.08,Hardcover,29,2013,9,1,743.0,0,3.935
3.91,Hardcover,114,2008,6,2,1219.0,1,3.88
4.56,Paperback,192,2010,2,1,1590.0,1,4.55
0.0,other,144,1999,0,1,0.0,0,4.0649999999999995
4.11,Paperback,264,2008,7,2,1.0,1,3.8
3.64,Paperback,208,2005,15,2,27.0,0,3.62
3.8,Hardcover,368,2005,118,5,4883.0,1,4.06
5.0,Paperback,218,2016,1,1,1.0,0,3.47
3.44,Paperback,227,2014,2,2,38.0,0,3.7199999999999998
3.57,other,5,2011,10,5,64.0,0,3.565
3.71,Paperback,170,2013,7,5,0.0,0,3.6
3.85,ebook,57,2015,19,7,30.0,0,4.17
5.0,ebook,95,2014,1,1,,0,5.0
3.36,Paperback,96,2016,0,1,54.0,0,3.635
4.5,Paperback,144,2015,2,1,0.0,0,3.84
2.78,Paperback,237,2001,297,12,47.0,0,3.26
3.73,Paperback,252,2008,11,2,4.0,0,3.73
3.96,Paperback,296,2015,45,14,541.0,1,3.85
3.59,Hardcover,144,2008,52,3,19.0,0,3.51
3.12,Hardcover,143,2007,49,4,26.0,0,3.51
3.56,Paperback,304,2010,61,9,104.0,0,3.5300000000000002
3.33,Paperback,127,2003,3,1,3.0,0,3.52
3.6,Paperback,430,2014,5,1,10.0,0,3.46
3.79,Paperback,264,2017,19,6,2203.0,1,3.79
4.31,Paperback,490,2016,35,7,190.0,1,4.22
4.08,Hardcover,361,2004,428,19,1778.0,0,3.856666666666667
3.15,Hardcover,176,2017,18,6,89.0,0,3.5300000000000002
3.76,Hardcover,150,1977,1,1,43.0,0,3.77
2.56,Hardcover,239,2005,39,3,26.0,0,2.94
3.13,Paperback,86,2007,36,3,97.0,0,3.2
4.02,Paperback,560,2014,1,1,2851.0,0,3.7800000000000002
5.0,Paperback,175,2004,1,1,1.0,0,4.5
3.52,Paperback,288,2011,33,4,268.0,0,3.5
3.34,ebook,216,2012,464,43,245.0,0,3.17
4.03,Paperback,576,2014,12,3,583.0,1,4.15
3.0,Paperback,189,2014,2,1,2.0,0,2.75
3.79,Paperback,182,2008,17,3,114.0,0,3.7300000000000004
2.29,Paperback,176,2012,7,4,3.0,0,3.09
2.7,Paperback,208,2010,10,3,9.0,0,2.74
2.5,Hardcover,61,2010,2,1,1.0,0,3.0
3.52,Hardcover,366,2009,439,15,147.0,1,3.54
3.88,Hardcover,310,2009,8,1,223.0,1,3.645
3.17,Hardcover,148,2012,17,2,615.0,0,3.19
3.59,Hardcover,206,2012,88,10,39.0,0,3.54
4.04,Hardcover,430,2012,10,2,21444.0,0,3.965
3.95,Hardcover,298,2011,38,4,5.0,0,3.95
3.92,Paperback,513,2010,3,1,11.0,0,3.93
3.5,Hardcover,358,2009,2,2,1.0,0,4.25
3.64,Hardcover,514,2014,16,2,10829.0,0,3.73
5.0,Paperback,138,2014,1,1,,0,5.0
4.56,Paperback,384,2015,6,2,33.0,0,4.56
2.74,Paperback,176,2015,1,1,19.0,0,3.736666666666667
4.71,Paperback,200,2017,5,1,5.0,0,4.71
4.19,Hardcover,269,2014,11,2,108.0,0,4.19
4.17,Paperback,120,2016,29,22,151.0,0,4.13
5.0,Paperback,92,2016,4,3,1.0,0,5.0
3.64,Paperback,320,2016,364,77,71202.0,0,3.785
4.17,Hardcover,152,2015,41,6,26.0,0,4.19
4.18,Paperback,280,1990,17,3,337.0,0,4.32
3.89,Paperback,224,2013,11,5,703376.0,0,3.88
3.31,Paperback,96,2010,63,11,3731.0,0,3.54
3.07,Paperback,416,2015,88,9,214.0,1,3.36
2.64,Paperback,169,2005,3,1,23.0,0,3.5349999999999997
3.53,Hardcover,297,2000,2,1,9230.0,0,3.49
3.81,Hardcover,361,2011,138,18,77505.0,0,3.78
3.73,Paperback,615,2010,3,1,1254.0,0,3.92
3.27,Hardcover,230,2013,49,7,17.0,0,3.25
2.95,Paperback,271,2001,117,7,14.0,0,3.13
3.51,Paperback,392,2010,71,7,15012.0,0,3.625
4.02,Hardcover,252,2014,91,20,2423.0,0,3.635
4.32,Hardcover,571,2007,5,1,669.0,1,3.755
3.33,Hardcover,19,2015,3,3,1.0,0,3.38
3.52,Paperback,334,2009,15,2,824.0,0,3.3
3.75,Hardcover,448,2014,27,5,108.0,0,3.625
4.18,Paperback,283,2016,16,7,26988.0,0,3.71
4.0,Hardcover,176,2014,21,2,2.0,1,3.85
3.0,Paperback,95,2007,1,1,0.0,0,3.0
3.59,Paperback,46,2011,9,2,295.0,0,3.565
4.22,Hardcover,204,2010,22,4,316.0,1,4.115
4.37,Paperback,304,2017,19,2,2041.0,1,4.19
3.96,Paperback,528,2015,9,1,16839.0,0,3.866666666666667
3.0,Hardcover,48,2010,1,1,1.0,0,3.0
3.67,Paperback,512,2012,18,4,1965.0,0,4.035
4.6,Paperback,260,2015,6,2,1.0,0,4.6
3.98,Paperback,544,2011,62,9,764.0,1,3.715
3.89,Paperback,640,2005,11,2,1580.0,1,4.07
4.22,Paperback,597,2008,249,30,275.0,0,4.14
2.88,Paperback,157,2013,25,4,5.0,0,3.7649999999999997
3.38,Paperback,107,1991,8,3,7.0,0,3.71
4.0,Paperback,493,1995,17,4,169.0,0,3.69
4.18,Hardcover,40,1993,109,7,4726.0,0,4.21
4.48,Paperback,200,2007,23,2,23.0,0,4.43
3.52,Paperback,192,2016,3,1,36.0,0,3.83
3.88,other,2,2008,20,8,258.0,0,3.84
3.92,Paperback,220,2013,8,2,18.0,0,3.92
4.18,Hardcover,344,2013,45,6,33094.0,1,4.18
3.79,Paperback,234,2010,2,1,1548.0,0,3.8333333333333335
3.5,Paperback,104,2013,12,2,3.0,0,3.04
3.96,Paperback,162,2014,119,25,653.0,1,3.965
3.45,Paperback,198,2008,43,6,0.0,0,3.65
4.02,Paperback,204,2008,8,1,12.0,0,4.005
3.97,Hardcover,77,2007,1,1,375.0,1,3.7
4.09,Paperback,240,2008,28,6,34423.0,0,3.75
3.43,Paperback,224,2009,2,1,8.0,0,3.21
3.91,Paperback,356,2007,22,5,2563.0,0,3.48
3.25,Paperback,224,2010,21,4,6.0,0,3.245
3.97,Hardcover,236,2016,4,2,4883.0,0,3.97
3.84,Paperback,530,2015,50,16,27.0,0,3.84
4.28,Hardcover,120,2015,14,5,29.0,0,4.28
4.48,Paperback,139,2016,29,7,13.0,0,4.066000000000001
3.41,Paperback,78,2013,54,12,16.0,0,3.43
3.5,Paperback,90,2014,2,2,0.0,0,3.73
3.88,Paperback,99,1992,190,4,170.0,0,3.91
3.78,other,204,2008,186,26,365.0,0,3.94
3.59,other,109,2011,158,13,69.0,1,3.91
3.72,Paperback,208,2007,935,26,776.0,0,3.6
3.87,Paperback,349,2003,6,1,1865.0,1,3.75
3.79,Paperback,384,2016,58,19,0.0,0,4.18
4.17,Paperback,368,2010,5,2,689.0,1,4.08
3.57,Paperback,328,2016,34,7,403.0,1,3.585
3.67,Hardcover,319,2012,5,1,7.0,1,3.78
3.3,Paperback,352,2011,8,2,1687.0,0,3.3
3.92,Paperback,264,2010,1215,86,934.0,0,3.92
4.04,Hardcover,305,2009,26,1,42.0,0,4.1499999999999995
4.1,Paperback,228,2015,77,12,100.0,0,4.11
4.14,Paperback,255,2017,19,5,3785.0,1,4.1049999999999995
4.18,Paperback,72,2017,13,3,4.0,0,3.8600000000000003
5.0,Paperback,144,2005,1,1,0.0,0,5.0
